"gene","Orthogroup","avg_log2FC","cluster_name","source","ref_cluster","query_cluster","species","tissue"
"Potri_007G013000","OG0002814",0.795076013316396,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_007G035600","OG0001825",0.787152052772309,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G017300","OG0003171",0.775588995407535,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G048800","OG0002310",0.794743783276806,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G150000","OG0002913",0.797113319936829,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G156300","OG0002691",0.887595363520192,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G168600","OG0002863",0.931948484423208,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G171200","OG0001602",0.850766354963728,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G175500","OG0002663",0.842514530394667,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_008G187000","OG0003090",0.873507583224523,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_009G028800","OG0010141",1.17557851380892,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_009G049600","OG0007875",3.8821086683674,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_009G065800","OG0002708",0.805671162894253,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_009G149400","OG0001757",0.842426171839977,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_010G073400","OG0001706",0.803334247009555,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_010G087800","OG0002518",0.802609473208283,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_010G191200","OG0003973",0.807773045034953,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_010G194200","OG0001821",1.14466299538268,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_010G208700","OG0001506",0.781229060235639,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_010G210300","OG0001615",0.829583202201639,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_011G066000","OG0002414",1.03867775243371,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_011G068900","OG0001861",0.852546783036103,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_011G069200","OG0001861",0.792482235511397,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_011G147700","OG0002674",0.971725510185555,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G037500","OG0001634",0.831437659325891,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G076800","OG0002506",1.06146485903843,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G096600","OG0002663",0.866402323601477,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G114000","OG0002753",0.775530410917573,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G117600","OG0002759",0.791820725721485,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G128300","OG0001953",0.790513321346952,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G128600","OG0001930",0.943995503450157,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_012G142600","OG0002414",0.792012790962105,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_013G011000","OG0002086",0.764992820566097,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_013G013600","OG0002592",0.772499484083333,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_013G027600","OG0002273",0.767388810942685,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_014G049900","OG0007940",0.770828757841128,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_014G053300","OG0002599",0.766157782664802,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_014G094800","OG0000765",2.25339534280167,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_014G127300","OG0002592",0.904287787847289,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_014G128800","OG0001929",0.798566101582492,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_014G191000","OG0001840",0.782158325762951,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_015G094400","OG0002663",0.834803226250959,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_016G061100","OG0003312",1.03492599503477,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_016G079800","OG0001615",0.770303596577961,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_016G085800","OG0002028",0.769904082395429,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_017G059000","OG0000910",0.775002815924912,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_017G088600","OG0001923",1.09979010202324,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_017G092200","OG0002966",0.853258516563133,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_017G100800","OG0002156",0.774216999898818,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_017G115400","OG0001801",0.86089785209861,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_017G140800","OG0001634",0.82033338846392,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_019G057000","OG0004054",0.780108393611596,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Potri_019G099000","OG0002567",0.925011557109292,"8","query","Mesophyll precursor/Root endodermis",8,"oryza_sativa","Root;Leaf"
"Os03g0793800","OG0000335",4.82209410225942,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os07g0175600","OG0000335",3.98417240754388,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os07g0175500","OG0002042",3.84246864941627,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os01g0827300","OG0001088",3.51333300722721,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os06g0274800","OG0008231",2.98132121804603,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os08g0335600","OG0000297",2.95283201702385,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os07g0668300","OG0009444",2.73242733394493,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os01g0636400","OG0002591",2.59841701195671,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os10g0486100","OG0007368",2.49456218891882,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os01g0358100","OG0000453",2.40599205832846,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os03g0694500","OG0000263",1.96452216920764,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os07g0174900","OG0000335",1.94990092520888,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os02g0626100","OG0000362",1.59328090143051,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os01g0655800","OG0000900",1.47986431816813,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os05g0135700","OG0000372",1.47437764777453,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os02g0627100","OG0000362",1.46138099863257,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os09g0127300","OG0001882",1.3353861275117,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os05g0457800","OG0007498",1.27764862417001,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os11g0147800","OG0005206",1.25080821191067,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os03g0820600","OG0000306",0.953285095637788,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os04g0518100","OG0000362",0.905309931453614,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os09g0425900","OG0001314",0.865901278724198,"Mestome sheath","reference","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_001G091900","OG0000900",1.04163808636558,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_003G181400","OG0001882",0.43210733744825,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_005G092200","OG0007368",6.18997907509593,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_005G211900","OG0000335",5.98179086626398,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_005G212000","OG0002042",6.37943796078725,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_006G015000","OG0000297",3.46572208649506,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_007G024400","OG0002591",4.17894424362368,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_007G036300","OG0009444",6.43833690440628,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_007G072100","OG0007368",6.23489806170256,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_008G058200","OG0007498",6.09060599617638,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_008G203400","OG0005206",0.633842220546381,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_009G028100","OG0000306",0.264445954416227,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_009G086800","OG0000263",6.54921544325876,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_010G134500","OG0008231",6.32657578344318,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_010G183600","OG0001088",4.33340864548969,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_010G201200","OG0007498",6.24287914942327,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_010G224100","OG0000362",0.470094761561097,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_014G114700","OG0000372",0.389026356642512,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_014G131800","OG0000453",0.766713181739443,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Potri_018G099800","OG0001314",0.445766460335378,"9","query","Mestome sheath",9,"oryza_sativa","Root;Leaf"
"Os12g0570700","OG0000950",2.63167048977488,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os01g0615100","OG0000115",1.76095929245635,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os11g0704500","OG0000950",1.40872544815081,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os12g0567800","OG0000950",1.1922362074678,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os06g0650900","OG0006548",1.11481536677122,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os04g0543900","OG0001015",1.10307921559269,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os01g0615050","OG0000115",1.04006341850198,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os12g0448900","OG0002502",0.987458050628037,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os07g0106200","OG0000242",0.970307864977615,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os06g0561000","OG0001310",0.674654714376537,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os02g0740600","OG0004251",0.672166767680313,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os05g0171900","OG0000664",0.671890731310798,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os04g0688100","OG0001582",0.662999856810941,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os01g0141000","OG0002441",0.627461258782052,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os08g0495800","OG0011088",0.626689277114981,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os04g0583200","OG0002392",0.564558138983882,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os06g0716100","OG0001141",0.564341673807341,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os02g0455400","OG0002019",0.55787477231207,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os05g0591900","OG0000507",0.552158842792365,"Parenchyma","reference","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_001G043100","OG0006548",1.70259959852715,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_001G171600","OG0000664",3.26812733715584,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_001G190700","OG0002392",2.34442930592806,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_002G020800","OG0001141",1.63530216730027,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_003G062400","OG0000664",1.43988205415083,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_003G115200","OG0002019",2.27353072896607,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_004G033600","OG0000242",1.61455325597732,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_005G195600","OG0001582",0.884637361989622,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_006G085200","OG0000950",0.796856379737001,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_008G106400","OG0002502",0.963083109779371,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_008G117100","OG0002441",1.298454884977,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_009G028300","OG0000115",1.27125656966462,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_010G075200","OG0000115",1.56245057869495,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_010G075400","OG0000115",1.61714059418578,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_010G075501","OG0000115",1.92381281472806,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_010G075600","OG0000115",1.72470901766079,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_010G075800","OG0000115",2.12021206122412,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_010G129200","OG0002441",1.52335577596086,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_011G166700","OG0011088",1.0098995112586,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_012G075800","OG0004251",1.12121430294673,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_013G058300","OG0001015",1.53321570683715,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_015G111000","OG0001015",2.76813792865416,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_017G078100","OG0000507",1.28807055868442,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_017G100200","OG0001310",2.92593223482067,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Potri_018G069700","OG0001310",0.771452613325924,"3","query","Parenchyma",3,"oryza_sativa","Root;Leaf"
"Os10g0563700","OG0007940",1.97354026874462,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0177500","OG0000249",1.68990372269934,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0234200","OG0000811",1.64877000622207,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os10g0411700","OG0003125",1.60482117807498,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os07g0150200","OG0002178",1.52829902420156,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os01g0896700","OG0002567",1.51195682565185,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os01g0276000","OG0002494",1.48977639705246,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os09g0568800","OG0002158",1.48640590215685,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0177400","OG0000249",1.46384945668346,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os05g0445500","OG0001753",1.45087910615922,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os05g0477300","OG0004054",1.44040201090695,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0297100","OG0001801",1.43974813788299,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0141000","OG0003312",1.43525096614924,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os06g0181566","OG0003814",1.42638566247888,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0424800","OG0002966",1.41781449307932,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os08g0130500","OG0003973",1.40156928692673,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os04g0598200","OG0002508",1.40037898743203,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0818400","OG0002028",1.3872105589562,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os02g0785800","OG0001821",1.38282412253926,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0598800","OG0002829",1.36113748448025,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os01g0328400","OG0002753",1.34604091206006,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os02g0534800","OG0001925",1.34497375156523,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0408300","OG0003090",1.3434327200365,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os11g0433900","OG0003282",1.34075121558498,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os08g0530200","OG0002663",1.3389098462854,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os04g0430100","OG0002830",1.32971439737028,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os04g0613600","OG0002599",1.3279419722106,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os09g0507800","OG0002156",1.32435877953251,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os08g0559200","OG0002158",1.32001902543718,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os10g0170200","OG0001953",1.31727833177419,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os06g0115500","OG0002273",1.31690296929658,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0177900","OG0000249",1.2873214846415,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os05g0155100","OG0002592",1.28381808117834,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os08g0117300","OG0001930",1.28326735828969,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os07g0546700","OG0003282",1.26945606163257,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0756000","OG0002774",1.25174511861133,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0345200","OG0002916",1.24486898612208,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os02g0503400","OG0002310",1.23859457126084,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os01g0815800","OG0002631",1.2380373066784,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os10g0564300","OG0003485",1.23772804292031,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os05g0597100","OG0001757",1.23738100250961,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os07g0208000","OG0001506",1.22442011806146,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0798600","OG0002803",1.22218166014868,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os04g0501000","OG0001615",1.22103100292218,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os08g0116500","OG0002545",1.21962666190997,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os02g0321900","OG0001825",1.21658359366804,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os01g0834500","OG0002028",1.21220362577625,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os02g0814700","OG0001602",1.20515206379971,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os11g0168200","OG0001653",1.19511078445738,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os05g0160200","OG0002753",1.18598558912625,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os11g0153800","OG0002158",1.17444105218128,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os04g0349500","OG0001937",1.17365575684412,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os10g0466700","OG0001602",1.172195288485,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os03g0343500","OG0001929",1.17134232021066,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os06g0555400","OG0002518",1.16997286891189,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os01g0191100","OG0001753",1.16851201341651,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Os02g0821200","OG0002556",1.16349035148128,"Pericycle","reference","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_001G046600","OG0002178",1.44739112341715,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_001G118100","OG0001506",1.46798649761538,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_001G156100","OG0002829",1.63307146382372,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_001G194000","OG0002556",1.28278822119033,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_001G262100","OG0001937",1.15924767331294,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_001G314500","OG0002774",1.16027889110888,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_001G342500","OG0003485",1.22261281548933,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_002G140400","OG0002599",1.44310525676751,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_002G141500","OG0002829",1.14624877727759,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_002G146800","OG0001930",1.26897416405146,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_002G202800","OG0002592",1.30289123439186,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_002G242600","OG0002774",1.5472556043133,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_003G114800","OG0001506",1.26731809689806,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_003G123101","OG0002631",1.39414234912992,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_003G159500","OG0003312",1.40971152364639,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_004G099200","OG0001801",1.34909663023701,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_004G113800","OG0002156",1.15415203220034,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_004G131800","OG0001925",1.61217754445391,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_004G185800","OG0001753",1.42765418657479,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_004G188800","OG0001757",1.72757864595349,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_004G202832","OG0001825",1.37618502470869,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_005G026000","OG0002916",1.21110629623788,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_005G080700","OG0002494",1.22247476980414,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_005G194500","OG0001653",1.85949820203644,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_005G219700","OG0002803",1.20873292900909,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_006G021500","OG0003485",1.5737429654275,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_006G077200","OG0002508",1.55666847963138,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_006G087900","OG0001801",1.21426239404557,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_006G195400","OG0003312",1.40695032703943,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_006G202300","OG0003090",1.28400364576106,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_007G034800","OG0001825",1.18857587574883,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_007G035600","OG0001825",1.24616495230717,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_007G086800","OG0002494",1.33630544944488,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_007G131800","OG0003282",1.16490452491581,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_008G013200","OG0003125",1.32978559871015,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
"Potri_008G042500","OG0000249",1.31065076583506,"1","query","Pericycle",1,"oryza_sativa","Root;Leaf"
